V1,V2,V3
410,2470,58
410,2470,66
410,2471,16
410,2471,22
410,2471,30
410,2472,16
410,2472,58
410,2472,99
410,2473,2
410,2473,74
410,2474,50
410,2474,62
410,2474,66
410,2475,66
410,2476,62
411,2477,22
411,2477,50
411,2477,66
411,2478,16
411,2479,16
411,2480,22
411,2480,29
411,2480,99
411,2481,58
411,2481,94
411,2482,45
411,2482,67
411,2483,2
411,2483,12
411,2483,16
411,2483,24
411,2483,28
411,2483,36
411,2483,63
411,2484,50
411,2485,96
411,2486,51
411,2487,6
411,2487,66
411,2488,2
411,2488,22
411,2488,58
412,2489,22
412,2489,88
412,2490,22
412,2491,58
412,2492,2
412,2492,16
412,2492,24
412,2492,63
412,2493,22
412,2493,24
412,2493,65
412,2493,93
412,2494,6
412,2494,58
413,2495,63
413,2496,22
413,2497,22
413,2498,15
413,2498,16
413,2498,17
413,2498,58
413,2498,66
413,2499,15
413,2500,58
413,2500,99
413,2501,2
413,2501,22
413,2502,2
413,2502,16
413,2502,24
413,2502,63
413,2503,24
413,2504,24
413,2504,31
413,2504,65
413,2504,76
413,2504,93
413,2505,22
413,2505,50
413,2505,66
413,2506,6
413,2506,62
414,2507,22
414,2507,43
414,2507,70
414,2508,2
414,2508,22
414,2508,28
414,2508,73
414,2509,58
414,2509,66
414,2509,96
414,2510,22
414,2510,95
414,2511,2
414,2511,58
414,2511,74
414,2512,2
414,2512,5
414,2512,16
414,2512,22
414,2512,24
414,2512,41
414,2512,63
414,2513,2
414,2513,24
414,2513,65
414,2513,93
414,2514,6
414,2514,24
414,2514,31
414,2514,63
414,2514,76
415,2515,15
415,2515,16
415,2515,17
415,2515,22
415,2515,66
415,2516,22
415,2517,15
415,2518,58
415,2519,58
415,2519,99
415,2520,2
415,2520,74
415,2521,31
415,2522,24
415,2522,65
415,2522,66
415,2522,93
415,2523,6
416,2524,31
416,2524,63
416,2524,76
416,2525,15
416,2526,16
416,2526,58
416,2526,99
416,2527,2
416,2527,22
416,2527,58
416,2527,66
416,2527,74
416,2528,2
416,2528,22
416,2528,24
416,2528,31
416,2528,76
416,2529,16
416,2529,22
416,2529,24
416,2529,50
416,2529,66
416,2530,22
416,2530,50
416,2530,62
416,2530,66
417,2531,22
417,2531,50
417,2531,63
417,2531,66
417,2532,16
417,2532,28
417,2532,73
417,2533,2
417,2533,22
417,2533,96
417,2534,24
417,2534,94
417,2534,95
417,2535,2
417,2535,45
417,2535,67
417,2535,74
418,2536,15
418,2537,58
418,2537,99
418,2538,2
418,2538,74
418,2539,66
418,2540,62
419,2541,43
419,2542,96
419,2543,95
419,2544,2
419,2544,74
419,2545,5
419,2546,2
419,2547,24
419,2547,63
419,2548,20
420,2549,22
420,2549,50
420,2549,66
420,2550,15
420,2550,16
420,2551,29
420,2551,99
420,2552,22
420,2552,58
420,2552,94
420,2552,99
420,2553,45
420,2553,58
420,2553,67
420,2554,12
420,2554,28
420,2554,36
420,2555,2
420,2555,16
420,2555,24
420,2555,50
420,2555,63
420,2555,74
420,2556,24
420,2556,65
420,2556,93
420,2556,96
420,2557,51
420,2557,62
420,2558,6
420,2558,66
420,2559,11
420,2559,15
420,2559,74
420,2559,93
421,2560,22
421,2560,43
421,2561,22
421,2562,22
421,2562,96
421,2563,22
421,2563,95
421,2564,58
421,2565,2
421,2565,74
421,2566,5
421,2567,2
421,2567,16
421,2567,24
421,2567,63
421,2568,24
421,2568,65
421,2568,93
421,2569,6
421,2570,20
421,2571,11
421,2571,15
421,2571,74
422,2572,22
422,2573,22
422,2574,58
422,2575,2
422,2575,16
422,2575,24
422,2575,63
422,2576,24
422,2576,65
422,2576,93
422,2577,6
423,2578,31
423,2578,76
423,2579,58
423,2579,66
423,2580,16
424,2581,70
424,2582,58
424,2582,66
424,2583,22
424,2584,74
424,2585,22
424,2585,41
424,2586,2
424,2586,74
424,2587,31
424,2587,76
426,2588,63
426,2589,58
426,2589,99
426,2590,2
426,2590,16
426,2590,74
426,2591,2
426,2591,22
426,2591,31
426,2591,76
426,2592,66
426,2593,62
428,2594,31
428,2594,76
428,2595,16
428,2596,29
428,2596,99
428,2597,58
428,2597,66
428,2597,94
428,2598,45
428,2598,67
428,2599,12
428,2599,28
428,2599,36
428,2600,50
428,2601,96
428,2602,16
428,2602,51
428,2603,50
428,2603,62
428,2603,66
429,2604,15
429,2604,16
429,2604,17
429,2604,63
429,2604,66
429,2605,15
429,2605,16
429,2606,2
429,2606,22
429,2607,2
429,2607,24
429,2607,74
429,2608,22
429,2608,31
429,2608,50
429,2608,66
429,2608,76
432,2609,15
432,2609,16
432,2609,17
432,2609,22
432,2609,66
432,2610,15
432,2610,16
432,2610,22
432,2611,2
432,2611,22
432,2611,58
432,2611,99
432,2612,2
432,2612,16
432,2612,24
432,2612,63
432,2613,24
432,2613,31
432,2613,65
432,2613,76
432,2613,93
432,2614,6
432,2614,66
434,2615,22
434,2615,31
434,2615,76
434,2616,63
434,2617,22
434,2618,58
434,2618,66
434,2619,24
434,2620,2
434,2620,16
434,2620,24
434,2620,63
434,2621,16
434,2621,22
434,2621,30
434,2622,16
434,2622,50
434,2622,66
434,2623,50
434,2624,24
434,2624,65
434,2624,93
434,2625,6
435,2626,22
435,2626,50
435,2626,66
435,2627,15
435,2627,16
435,2627,17
435,2627,22
435,2627,66
435,2628,15
435,2628,29
435,2628,99
435,2629,15
435,2629,22
435,2629,94
435,2630,45
435,2630,58
435,2630,67
435,2630,99
435,2631,12
435,2631,28
435,2631,36
435,2632,2
435,2632,31
435,2632,50
435,2632,74
435,2632,76
435,2633,31
435,2633,76
435,2633,93
435,2633,96
435,2634,6
435,2634,51
435,2634,66
435,2635,31
435,2635,62
435,2635,76
435,2636,66
435,2637,62
435,2637,96
435,2638,11
435,2638,15
435,2638,63
435,2638,74
435,2638,93
435,2638,99
436,2639,22
436,2639,50
436,2639,66
436,2640,16
436,2641,29
436,2641,99
436,2642,94
436,2643,45
436,2643,67
436,2644,12
436,2644,28
436,2644,36
436,2645,50
436,2646,96
436,2647,51
436,2648,66
438,2649,22
438,2649,50
438,2649,66
438,2650,16
438,2651,29
438,2651,99
438,2652,22
438,2652,31
438,2652,50
438,2652,66
438,2652,76
438,2652,94
438,2653,45
438,2653,50
438,2653,58
438,2653,66
438,2653,67
438,2654,12
438,2654,16
438,2654,22
438,2654,28
438,2654,30
438,2654,36
438,2655,50
438,2656,16
438,2656,96
438,2657,51
438,2658,50
438,2658,62
438,2658,66
438,2659,2
438,2659,22
438,2659,58
439,2660,22
439,2661,22
439,2662,58
439,2663,6
440,2664,58
440,2664,66
440,2665,16
440,2665,22
440,2665,30
440,2666,16
440,2667,50
440,2667,62
440,2667,66
441,2668,43
441,2668,63
441,2669,2
441,2669,28
441,2669,73
441,2670,58
441,2670,96
441,2670,99
441,2671,2
441,2671,16
441,2671,95
441,2672,2
441,2672,31
441,2672,74
441,2672,76
441,2673,5
441,2673,66
441,2674,2
441,2674,62
441,2675,24
441,2675,63
441,2676,20
443,2677,22
443,2677,43
443,2678,2
443,2678,28
443,2678,73
443,2679,15
443,2680,22
443,2680,58
443,2680,96
443,2680,99
443,2681,2
443,2681,58
443,2681,74
443,2682,95
443,2683,2
443,2683,58
443,2683,66
443,2683,74
443,2684,6
443,2685,16
443,2686,5
443,2687,31
443,2687,76
443,2688,2
443,2688,11
443,2688,15
443,2688,66
443,2688,74
443,2689,62
443,2690,20
443,2690,93
444,2691,43
444,2692,2
444,2692,28
444,2692,73
444,2693,96
444,2694,95
444,2695,2
444,2695,74
444,2696,5
444,2697,2
445,2698,22
445,2699,31
445,2699,76
445,2700,22
445,2701,58
445,2701,66
445,2702,16
445,2702,22
445,2702,30
445,2702,58
445,2703,2
445,2703,16
445,2703,24
445,2703,63
445,2704,24
445,2704,65
445,2704,93
445,2705,50
445,2705,62
445,2705,66
445,2706,6
446,2707,16
446,2708,29
446,2708,99
446,2709,94
446,2710,45
446,2710,67
446,2711,12
446,2711,28
446,2711,36
446,2712,50
446,2713,96
446,2714,51
446,2715,66
447,2716,15
447,2716,16
447,2716,17
447,2716,43
447,2716,66
447,2717,2
447,2717,15
447,2717,28
447,2717,73
447,2718,58
447,2718,96
447,2718,99
447,2719,95
447,2720,2
447,2720,74
447,2721,2
447,2721,74
447,2722,5
447,2723,2
447,2723,31
447,2723,76
447,2724,24
447,2724,63
447,2724,66
447,2725,20
447,2725,62
448,2726,31
448,2726,76
448,2727,58
448,2727,66
448,2728,16
448,2728,22
448,2728,30
448,2729,16
449,2730,22
449,2731,22
449,2732,58
449,2733,24
449,2733,65
449,2733,93
449,2734,6
450,2735,16
450,2736,29
450,2736,99
450,2737,94
450,2738,45
450,2738,67
451,2739,22
451,2740,22
451,2741,58
451,2742,2
451,2742,16
451,2742,24
451,2742,63
451,2743,24
451,2743,65
451,2743,93
451,2744,6
452,2745,22
452,2745,43
452,2745,50
452,2745,66
452,2746,2
452,2746,16
452,2746,22
452,2746,28
452,2746,73
452,2747,22
452,2747,29
452,2747,58
452,2747,99
452,2748,58
452,2748,94
452,2748,95
452,2749,45
452,2749,67
452,2750,12
452,2750,28
452,2750,36
452,2751,2
452,2751,50
452,2751,74
452,2752,24
452,2752,65
452,2752,93
452,2752,96
452,2753,24
452,2753,51
452,2753,65
452,2753,93
452,2754,2
452,2754,66
452,2755,2
452,2755,6
452,2755,22
452,2755,24
452,2755,58
452,2755,63
452,2756,6
452,2756,63
452,2756,74
452,2756,99
454,2757,15
454,2757,16
454,2757,17
454,2757,66
454,2758,15
454,2758,16
454,2759,29
454,2759,58
454,2759,99
454,2760,2
454,2760,74
454,2760,94
454,2761,31
454,2761,45
454,2761,67
454,2761,76
454,2762,12
454,2762,28
454,2762,36
454,2762,66
455,2763,31
455,2763,43
455,2763,76
455,2764,2
455,2764,28
455,2764,73
455,2765,63
455,2765,96
455,2766,66
455,2766,95
455,2767,16
455,2768,16
455,2768,22
455,2768,30
455,2769,2
455,2769,22
455,2769,74
455,2770,5
455,2770,24
455,2771,2
455,2771,22
455,2771,50
455,2771,62
455,2771,66
455,2772,24
455,2772,63
455,2773,2
455,2773,16
455,2773,20
455,2773,24
455,2773,63
456,2774,16
456,2775,94
456,2776,45
456,2776,67
456,2777,96
456,2778,51
457,2779,22
457,2779,31
457,2779,76
457,2780,15
457,2780,16
457,2780,17
457,2780,22
457,2780,63
457,2780,66
457,2781,58
457,2781,66
457,2782,2
457,2782,15
457,2782,22
457,2783,58
457,2783,99
457,2784,2
457,2784,16
457,2784,22
457,2784,24
457,2784,30
457,2784,63
457,2784,74
457,2785,22
457,2785,24
457,2785,31
457,2785,50
457,2785,65
457,2785,66
457,2785,76
457,2785,93
457,2786,6
457,2786,16
457,2787,11
457,2787,15
457,2787,50
457,2787,62
457,2787,66
457,2787,74
457,2788,50
457,2788,62
458,2789,15
458,2789,16
458,2789,17
458,2789,63
458,2789,66
458,2790,15
458,2790,16
458,2791,58
458,2791,99
458,2792,2
458,2792,22
458,2793,2
458,2793,24
458,2793,74
458,2794,31
458,2794,76
458,2795,66
458,2796,50
458,2796,62
459,2797,63
459,2798,16
459,2799,2
459,2799,22
459,2800,24
460,2801,15
460,2801,16
460,2801,17
460,2801,66
460,2802,22
460,2802,31
460,2802,76
460,2803,58
460,2803,66
460,2803,99
460,2804,16
460,2804,22
460,2804,30
460,2804,58
460,2805,2
460,2805,74
460,2806,16
460,2806,24
460,2806,65
460,2806,93
460,2807,6
460,2807,76
460,2808,66
460,2809,11
460,2809,15
460,2809,50
460,2809,62
460,2809,66
460,2809,74
461,2810,16
461,2811,29
461,2811,99
461,2812,94
461,2813,45
461,2813,67
461,2814,50
461,2815,96
461,2816,51
461,2817,66
461,2818,2
461,2818,22
461,2818,58
462,2819,22
462,2819,50
462,2819,66
462,2820,16
462,2821,22
462,2821,29
462,2821,99
462,2822,58
462,2822,94
462,2823,45
462,2823,67
462,2824,12
462,2824,28
462,2824,36
462,2825,24
462,2825,50
462,2825,65
462,2825,93
462,2826,96
462,2827,6
462,2827,51
462,2828,11
462,2828,15
462,2828,66
462,2828,74
464,2829,15
464,2829,16
464,2829,17
464,2829,66
464,2830,15
464,2830,58
464,2830,66
464,2831,58
464,2831,74
464,2831,99
464,2832,2
464,2832,22
464,2832,41
464,2832,74
466,2833,15
466,2833,16
466,2833,17
466,2833,22
466,2833,63
466,2833,66
466,2833,70
466,2834,58
466,2834,66
466,2835,16
466,2835,22
466,2836,2
466,2836,15
466,2836,22
466,2836,74
466,2837,58
466,2838,2
466,2838,16
466,2838,24
466,2838,58
466,2838,63
466,2838,99
466,2839,2
466,2839,22
466,2839,24
466,2839,41
466,2839,74
466,2840,2
466,2840,22
466,2840,24
466,2840,50
466,2840,65
466,2840,66
466,2840,74
466,2840,93
466,2841,31
466,2841,66
466,2841,76
466,2842,2
466,2842,6
466,2842,62
466,2842,74
467,2843,70
467,2844,58
467,2844,66
467,2845,22
467,2846,15
467,2847,74
467,2848,58
467,2848,99
467,2849,2
467,2849,22
467,2849,41
467,2849,74
467,2850,66
467,2851,2
467,2851,62
467,2851,74
467,2852,31
467,2852,76
468,2853,28
468,2853,73
468,2854,96
468,2855,5
468,2856,2
468,2857,24
468,2857,63
469,2858,16
469,2858,63
469,2859,16
469,2859,29
469,2859,99
469,2860,94
469,2861,45
469,2861,67
469,2862,24
469,2863,22
469,2863,50
469,2863,66
469,2864,50
469,2864,96
470,2865,22
470,2866,15
470,2866,16
470,2866,17
470,2866,22
470,2866,66
470,2867,22
470,2867,63
470,2868,15
470,2869,58
470,2870,16
470,2870,58
470,2870,99
470,2871,2
470,2871,22
470,2872,2
470,2872,74
470,2873,24
470,2874,31
470,2874,76
470,2875,66
470,2876,62
470,2876,93
470,2877,6
470,2877,24
470,2877,65
470,2877,93
470,2878,11
470,2878,15
470,2878,74
470,2879,50
471,2880,15
471,2880,16
471,2880,17
471,2880,31
471,2880,43
471,2880,66
471,2880,76
471,2881,2
471,2881,28
471,2881,58
471,2881,66
471,2881,73
471,2882,58
471,2882,96
471,2882,99
471,2883,16
471,2883,22
471,2883,30
471,2883,95
471,2884,2
471,2884,31
471,2884,74
471,2884,76
471,2885,5
471,2885,16
471,2885,66
471,2886,2
471,2886,50
471,2886,62
471,2886,66
471,2887,24
471,2887,63
471,2888,2
471,2888,16
471,2888,20
471,2888,24
471,2888,63
472,2889,22
472,2889,50
472,2889,66
472,2890,94
472,2891,12
472,2891,28
472,2891,36
472,2892,50
472,2893,96
472,2894,51
472,2895,66
472,2896,2
472,2896,22
472,2896,58
473,2897,31
473,2897,63
473,2897,76
473,2898,16
473,2898,58
473,2898,66
473,2899,2
473,2899,22
473,2899,31
473,2899,76
473,2900,58
473,2900,66
473,2901,24
473,2902,16
473,2903,50
473,2903,62
473,2903,66
473,2904,2
473,2904,16
473,2904,22
473,2904,24
473,2904,50
473,2904,63
473,2904,66
473,2905,16
473,2905,22
473,2905,30
473,2906,16
473,2907,50
473,2907,62
473,2907,66
474,2908,22
474,2908,31
474,2908,76
474,2909,22
474,2910,22
474,2910,58
474,2910,66
474,2911,16
474,2911,22
474,2911,30
474,2912,2
474,2912,16
474,2912,24
474,2912,63
474,2913,24
474,2913,65
474,2913,93
474,2914,6
477,2915,15
477,2915,16
477,2915,17
477,2915,66
477,2916,15
477,2917,58
477,2917,99
477,2918,2
477,2918,74
477,2919,66
477,2920,62
478,2921,15
478,2921,22
478,2921,50
478,2921,66
478,2922,16
478,2922,58
478,2922,66
478,2923,22
478,2923,29
478,2923,58
478,2923,99
478,2924,2
478,2924,74
478,2925,22
478,2925,41
478,2925,45
478,2925,67
478,2926,2
478,2926,12
478,2926,28
478,2926,36
478,2926,74
478,2926,76
478,2927,50
478,2927,66
478,2928,31
478,2928,76
479,2929,22
479,2929,50
479,2929,66
479,2930,16
479,2931,29
479,2931,99
479,2932,94
479,2933,45
479,2933,67
480,2934,43
480,2934,70
480,2934,88
480,2935,2
480,2935,24
480,2935,28
480,2935,58
480,2935,73
480,2935,78
480,2936,22
480,2936,96
480,2937,22
480,2937,74
480,2937,95
480,2938,2
480,2938,58
480,2938,74
480,2939,5
480,2939,96
480,2940,2
480,2941,24
480,2941,63
480,2942,2
480,2942,20
480,2942,74
481,2943,70
481,2944,58
481,2944,66
481,2945,58
481,2945,66
481,2946,16
481,2946,22
481,2947,74
481,2948,50
481,2948,62
481,2948,66
481,2949,2
481,2949,74
481,2950,2
481,2950,16
481,2950,24
481,2950,31
481,2950,63
481,2950,76
482,2951,22
482,2951,50
482,2951,66
482,2952,16
482,2953,29
482,2953,99
482,2954,94
482,2955,45
482,2955,67
482,2956,12
482,2956,28
482,2956,36
483,2957,88
483,2958,31
483,2958,76
483,2959,24
483,2959,58
483,2959,66
483,2959,78
483,2960,16
483,2960,22
483,2960,30
483,2961,16
483,2962,50
483,2962,62
483,2962,66
485,2963,22
485,2963,31
485,2963,43
485,2963,76
485,2964,22
485,2965,58
485,2965,66
485,2965,96
485,2966,16
485,2966,22
485,2966,30
485,2967,2
485,2967,16
485,2967,22
485,2967,24
485,2967,63
485,2968,58
485,2969,50
485,2969,62
485,2969,66
485,2970,6
485,2970,24
485,2970,65
485,2970,93
485,2971,2
485,2971,16
485,2971,24
485,2971,63
485,2972,2
485,2973,6
485,2974,11
485,2974,15
485,2974,20
485,2974,74
486,2975,22
486,2975,50
486,2975,66
486,2976,16
486,2977,29
486,2977,31
486,2977,76
486,2977,99
486,2978,58
486,2978,66
486,2978,94
486,2979,16
486,2979,22
486,2979,30
486,2980,12
486,2980,28
486,2980,36
486,2981,50
486,2982,16
486,2982,96
486,2983,50
486,2983,51
486,2983,62
486,2983,66
486,2984,66
489,2985,15
489,2986,58
489,2986,99
489,2987,2
489,2987,74
489,2988,31
489,2988,76
490,2989,43
490,2990,22
490,2990,50
490,2990,66
490,2991,16
490,2991,58
490,2992,2
490,2992,15
490,2992,28
490,2992,73
490,2993,58
490,2993,96
490,2993,99
490,2994,2
490,2994,74
490,2994,94
490,2995,2
490,2995,5
490,2995,45
490,2995,67
490,2995,74
490,2996,2
490,2996,12
490,2996,16
490,2996,24
490,2996,28
490,2996,36
490,2996,63
490,2997,2
490,2997,50
490,2998,31
490,2998,76
490,2999,66
490,2999,96
490,3000,24
490,3000,62
490,3000,63
490,3000,65
490,3000,93
490,3001,6
490,3001,66
490,3002,93
490,3003,11
490,3003,15
490,3003,74
492,3004,22
492,3004,43
492,3004,50
492,3004,66
492,3005,16
492,3005,31
492,3005,76
492,3006,2
492,3006,28
492,3006,29
492,3006,73
492,3006,99
492,3007,58
492,3007,66
492,3007,94
492,3007,96
492,3008,45
492,3008,67
492,3008,95
492,3009,2
492,3009,12
492,3009,28
492,3009,36
492,3009,74
492,3010,5
492,3010,50
492,3011,16
492,3011,22
492,3011,30
492,3011,96
492,3012,16
492,3012,24
492,3012,51
492,3012,63
492,3013,20
492,3013,66
492,3014,2
492,3014,22
492,3014,58
492,3014,93
493,3015,22
493,3015,50
493,3015,66
493,3016,16
493,3017,29
493,3017,99
493,3018,94
493,3019,45
493,3019,67
493,3020,12
493,3020,28
493,3020,36
494,3021,22
494,3021,43
494,3022,22
494,3023,22
494,3023,96
494,3024,58
494,3024,95
494,3025,2
494,3025,16
494,3025,24
494,3025,63
494,3025,74
494,3026,5
494,3026,22
494,3027,58
494,3028,2
494,3028,16
494,3028,24
494,3028,63
494,3029,6
494,3029,24
494,3029,63
494,3029,65
494,3029,93
494,3030,6
494,3030,11
494,3030,15
494,3030,20
494,3030,74
495,3031,22
495,3031,31
495,3031,50
495,3031,66
495,3031,76
495,3032,16
495,3032,58
495,3032,66
495,3033,29
495,3034,16
495,3034,94
495,3035,50
495,3035,62
495,3035,66
495,3036,12
495,3036,28
495,3036,36
496,3037,22
496,3037,50
496,3037,66
496,3038,16
496,3039,29
496,3039,99
496,3040,94
496,3041,45
496,3041,67
496,3042,12
496,3042,28
496,3042,36
496,3043,50
496,3044,96
498,3045,15
498,3045,16
498,3045,17
498,3045,66
498,3046,15
498,3046,22
498,3046,31
498,3046,76
498,3047,22
498,3047,58
498,3047,66
498,3047,99
498,3048,16
498,3048,22
498,3048,30
498,3048,58
498,3048,99
498,3049,2
498,3049,16
498,3049,24
498,3049,63
498,3050,2
498,3050,24
498,3050,50
498,3050,62
498,3050,65
498,3050,66
498,3050,74
498,3050,93
498,3051,6
498,3051,31
498,3051,62
498,3051,76
499,3052,88
499,3053,22
499,3054,58
499,3055,96
501,3056,43
501,3057,2
501,3057,28
501,3057,73
501,3058,96
501,3059,16
501,3060,5
501,3061,24
502,3062,63
502,3063,16
502,3064,24
502,3065,22
502,3065,50
502,3065,66
503,3066,22
503,3067,22
503,3068,22
503,3069,58
503,3070,2
503,3070,16
503,3070,24
503,3070,63
503,3070,65
503,3070,93
503,3071,6
503,3072,6
507,3073,31
507,3073,76
507,3074,22
507,3074,66
507,3075,15
507,3075,16
507,3075,17
507,3075,58
507,3075,66
507,3076,2
507,3076,15
507,3076,16
507,3076,24
507,3076,63
507,3077,24
507,3077,65
507,3077,93
507,3078,58
507,3078,99
507,3079,2
507,3079,6
507,3079,16
507,3079,74
507,3080,31
507,3080,50
507,3080,62
507,3080,66
507,3080,76
507,3081,2
507,3081,16
507,3081,24
507,3081,63
507,3081,66
507,3082,62
507,3083,11
507,3083,15
507,3083,74
507,3083,93
508,3084,22
508,3084,43
508,3085,22
508,3086,58
508,3086,96
508,3087,2
508,3087,16
508,3087,24
508,3087,63
508,3087,95
508,3088,24
508,3088,65
508,3088,93
508,3089,5
508,3089,6
509,3090,50
509,3091,51
509,3091,63
509,3092,58
509,3093,16
509,3094,2
509,3094,22
509,3095,50
509,3096,23
509,3096,26
509,3096,36
510,3097,22
510,3097,50
510,3097,66
510,3098,16
510,3099,29
510,3099,99
510,3100,94
510,3101,45
510,3101,67
510,3102,12
510,3102,28
510,3102,36
510,3103,50
511,3104,15
511,3104,16
511,3104,17
511,3104,66
511,3105,15
511,3106,58
511,3106,99
511,3107,2
511,3107,74
511,3108,66
511,3109,62
512,3110,15
512,3110,16
512,3110,17
512,3110,63
512,3110,66
512,3111,15
512,3111,16
512,3112,2
512,3112,15
512,3112,22
512,3112,29
512,3112,99
512,3113,58
512,3113,94
512,3113,99
512,3114,2
512,3114,22
512,3114,24
512,3114,45
512,3114,67
512,3114,74
512,3115,12
512,3115,24
512,3115,28
512,3115,31
512,3115,36
512,3115,76
512,3116,22
512,3116,50
512,3116,66
512,3117,50
512,3117,62
512,3117,96
513,3118,15
513,3119,66
514,3120,15
514,3120,58
514,3120,66
514,3121,58
514,3121,99
514,3122,16
514,3123,50
514,3123,62
514,3123,66
514,3124,62
516,3125,22
516,3126,43
516,3127,22
516,3128,96
516,3129,95
516,3130,2
516,3130,58
516,3130,74
516,3131,5
516,3132,2
516,3133,24
516,3133,63
516,3134,24
516,3134,65
516,3134,93
516,3135,20
516,3136,6
517,3137,22
517,3137,50
517,3137,66
517,3137,70
517,3138,16
517,3138,58
517,3138,63
517,3138,66
517,3138,88
517,3139,22
517,3139,29
517,3139,70
517,3139,99
517,3140,16
517,3140,58
517,3140,66
517,3140,94
517,3141,22
517,3141,45
517,3141,67
517,3141,74
517,3142,2
517,3142,12
517,3142,22
517,3142,28
517,3142,36
517,3142,41
517,3142,74
517,3143,22
517,3143,24
517,3143,41
517,3143,50
517,3144,2
517,3144,58
517,3144,74
517,3144,96
517,3145,2
517,3145,16
517,3145,22
517,3145,24
517,3145,51
517,3145,63
517,3145,74
517,3146,22
517,3146,24
517,3146,31
517,3146,50
517,3146,65
517,3146,66
517,3146,76
517,3146,93
517,3147,2
517,3147,6
517,3147,22
517,3147,50
517,3147,58
517,3147,74
518,3148,70
518,3149,22
518,3149,58
518,3149,66
518,3150,22
518,3150,41
518,3151,2
518,3151,74
518,3152,22
518,3152,31
518,3152,41
518,3152,76
519,3153,15
519,3153,16
519,3153,17
519,3153,66
519,3154,2
519,3154,15
519,3154,28
519,3154,73
519,3155,58
519,3155,96
519,3155,99
519,3156,2
519,3156,74
519,3156,95
519,3157,2
519,3157,31
519,3157,74
519,3157,76
519,3158,5
519,3158,66
519,3159,2
519,3159,62
519,3160,24
519,3160,63
519,3160,93
520,3161,22
520,3161,63
520,3162,15
520,3162,16
520,3162,22
520,3162,50
520,3163,51
520,3163,58
520,3163,63
520,3164,2
520,3164,16
520,3164,24
520,3164,63
520,3165,2
520,3165,58
520,3165,74
520,3166,2
520,3166,22
520,3167,16
520,3167,24
520,3168,2
520,3168,22
520,3169,6
520,3170,50
520,3170,66
520,3171,50
520,3171,62
520,3172,10
520,3172,74
520,3172,93
521,3173,15
521,3173,16
521,3173,17
521,3173,66
521,3174,15
521,3174,16
521,3174,17
521,3174,66
521,3175,15
521,3175,58
521,3175,99
521,3176,2
521,3176,58
521,3176,74
521,3176,99
521,3177,2
521,3177,31
521,3177,74
521,3177,76
521,3178,31
521,3178,66
521,3178,76
521,3179,66
521,3180,62
521,3181,62
521,3181,93
522,3182,15
522,3182,16
522,3182,17
522,3182,22
522,3182,43
522,3182,50
522,3182,63
522,3182,66
522,3183,2
522,3183,15
522,3183,16
522,3183,22
522,3183,28
522,3183,73
522,3184,29
522,3184,58
522,3184,96
522,3184,99
522,3185,2
522,3185,22
522,3185,74
522,3185,94
522,3185,95
522,3186,2
522,3186,31
522,3186,58
522,3186,74
522,3186,76
522,3187,5
522,3187,50
522,3187,66
522,3188,2
522,3188,16
522,3188,22
522,3188,24
522,3188,63
522,3188,96
522,3189,24
522,3189,63
522,3189,65
522,3189,93
522,3190,6
522,3190,62
522,3190,66
522,3191,2
522,3191,11
522,3191,15
522,3191,20
522,3191,22
522,3191,50
522,3191,58
522,3191,66
522,3191,74
523,3192,43
523,3193,2
523,3193,28
523,3193,73
523,3194,96
523,3195,95
523,3196,5
523,3197,2
524,3198,15
524,3199,58
524,3199,99
524,3200,2
524,3200,74
524,3201,31
524,3201,76
524,3202,66
524,3203,62
525,3204,22
525,3205,22
525,3206,31
525,3206,76
525,3207,2
525,3207,16
525,3207,24
525,3207,58
525,3207,63
525,3207,66
525,3208,24
525,3208,65
525,3208,93
525,3209,6
525,3210,16
525,3211,11
525,3211,15
525,3211,74
526,3212,22
526,3212,43
526,3212,63
526,3213,2
526,3213,15
526,3213,16
526,3213,17
526,3213,22
526,3213,28
526,3213,66
526,3213,73
526,3214,15
526,3214,16
526,3214,58
526,3214,96
526,3215,2
526,3215,16
526,3215,24
526,3215,63
526,3215,95
526,3216,2
526,3216,24
526,3216,65
526,3216,74
526,3216,93
526,3217,5
526,3217,24
526,3217,31
526,3217,76
526,3218,2
526,3218,6
526,3218,22
526,3218,50
526,3218,66
526,3219,24
526,3219,50
526,3219,62
526,3219,63
528,3220,15
528,3220,22
528,3221,22
528,3221,58
528,3221,99
528,3222,2
528,3222,74
528,3223,31
528,3223,76
528,3224,58
528,3224,66
528,3225,62
528,3226,6
529,3227,15
529,3227,16
529,3227,17
529,3227,66
529,3228,15
529,3228,70
529,3229,58
529,3229,99
529,3230,2
529,3230,22
529,3230,74
529,3231,74
529,3232,2
529,3232,74
529,3233,31
529,3233,76
529,3234,2
529,3234,74
529,3235,62
529,3236,93
530,3237,63
530,3238,2
530,3238,15
530,3239,15
530,3239,58
530,3239,99
530,3240,31
530,3240,76
530,3241,2
530,3241,24
530,3241,58
530,3241,66
530,3241,74
530,3241,99
530,3242,2
530,3242,16
530,3242,22
530,3242,30
530,3242,74
530,3243,16
530,3244,31
530,3244,76
530,3245,50
530,3245,62
530,3245,66
530,3246,22
530,3246,50
530,3246,62
530,3246,66
531,3247,22
531,3247,31
531,3247,76
531,3248,58
531,3248,66
531,3249,16
531,3249,22
531,3249,30
531,3250,58
531,3251,16
531,3252,24
531,3252,65
531,3252,93
